[51, 229, 9, -7, 50, 253, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[60, 222, 9, -7, 50, 246, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[69, 215, 9, -7, 50, 239, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[78, 208, 9, -7, 50, 232, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[87, 200, 9, -7, 50, 225, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[95, 193, 9, -7, 50, 218, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[104, 186, 9, -7, 50, 211, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[113, 179, 9, -7, 50, 204, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[122, 171, 9, -7, 50, 197, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[131, 164, 9, -7, 50, 190, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[139, 157, 9, -7, 50, 183, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[148, 150, 9, -7, 50, 176, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[157, 143, 9, -7, 50, 169, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[166, 135, 9, -7, 50, 162, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[175, 128, 9, -7, 50, 155, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[184, 121, 9, -7, 50, 148, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[192, 114, 9, -7, 50, 141, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[201, 106, 9, -7, 50, 134, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[210, 99, 9, -7, 50, 127, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[219, 92, 9, -7, 50, 120, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[228, 85, 9, -7, 50, 113, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[236, 77, 9, -7, 50, 106, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[245, 70, 9, -7, 50, 99, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[254, 63, 9, -7, 50, 92, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[263, 56, 9, -7, 50, 85, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[272, 48, 9, -7, 50, 78, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[280, 41, 9, -7, 50, 71, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[289, 34, 9, -7, 50, 64, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[298, 27, 9, -7, 50, 57, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[307, 19, 9, -7, 50, 50, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[316, 12, 9, -7, 50, 43, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[324, 5, 9, 7, 50, 36, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[333, 12, 9, 7, 50, 29, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[342, 19, 9, 7, 50, 29, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[351, 27, 9, 7, 50, 29, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[360, 34, 9, 7, 50, 29, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[369, 41, 9, 7, 50, 29, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[377, 48, 9, 7, 50, 29, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[386, 56, 9, 7, 50, 29, 5, 30, 750, 218, 5, 30, 800, 450]; 0
[395, 63, 9, 7, 50, 36, 5, 30, 750, 218, 5, 30, 800, 450]; 1
[404, 70, 9, 7, 50, 43, 5, 30, 750, 225, 5, 30, 800, 450]; 1
[413, 77, 9, 7, 50, 50, 5, 30, 750, 232, 5, 30, 800, 450]; 1
[421, 85, 9, 7, 50, 57, 5, 30, 750, 239, 5, 30, 800, 450]; 1
[430, 92, 9, 7, 50, 64, 5, 30, 750, 246, 5, 30, 800, 450]; 1
[439, 99, 9, 7, 50, 71, 5, 30, 750, 253, 5, 30, 800, 450]; 1
[448, 106, 9, 7, 50, 78, 5, 30, 750, 260, 5, 30, 800, 450]; 1
